Rank Document_Id Precision Recall

1	 2897	 1.0	 0.091
2	 48	 0.5	 0.091
3	 1362	 0.333	 0.091
4	 2491	 0.25	 0.091
5	 1947	 0.4	 0.182
6	 2344	 0.333	 0.182
7	 3080	 0.286	 0.182
8	 2645	 0.25	 0.182
9	 2033	 0.222	 0.182
10	 1652	 0.2	 0.182
11	 2711	 0.182	 0.182
12	 2680	 0.167	 0.182
13	 2835	 0.154	 0.182
14	 2748	 0.143	 0.182
15	 1886	 0.133	 0.182
16	 2929	 0.125	 0.182
17	 2537	 0.118	 0.182
18	 2253	 0.111	 0.182
19	 1655	 0.105	 0.182
20	 3054	 0.1	 0.182
21	 2559	 0.095	 0.182
22	 3129	 0.091	 0.182
23	 1651	 0.087	 0.182
24	 1676	 0.083	 0.182
25	 2464	 0.08	 0.182
26	 2892	 0.077	 0.182
27	 1641	 0.074	 0.182
28	 2569	 0.071	 0.182
29	 2716	 0.069	 0.182
30	 1066	 0.067	 0.182
31	 2904	 0.065	 0.182
32	 1807	 0.094	 0.273
33	 2834	 0.091	 0.273
34	 3066	 0.088	 0.273
35	 1195	 0.086	 0.273
36	 2944	 0.083	 0.273
37	 3134	 0.081	 0.273
38	 2701	 0.079	 0.273
39	 1564	 0.077	 0.273
40	 2423	 0.075	 0.273
41	 1795	 0.098	 0.364
42	 2495	 0.119	 0.455
43	 2078	 0.116	 0.455
44	 1223	 0.136	 0.545
45	 2359	 0.133	 0.545
46	 2389	 0.13	 0.545
47	 2745	 0.128	 0.545
48	 2816	 0.125	 0.545
49	 3005	 0.122	 0.545
50	 2812	 0.12	 0.545
51	 2499	 0.118	 0.545
52	 3018	 0.115	 0.545
53	 1350	 0.113	 0.545
54	 2195	 0.111	 0.545
55	 2950	 0.109	 0.545
56	 2836	 0.107	 0.545
57	 1708	 0.105	 0.545
58	 1231	 0.121	 0.636
59	 2616	 0.119	 0.636
60	 3125	 0.117	 0.636
61	 1756	 0.115	 0.636
62	 2107	 0.113	 0.636
63	 3064	 0.111	 0.636
64	 2722	 0.109	 0.636
65	 1465	 0.108	 0.636
66	 2911	 0.106	 0.636
67	 2734	 0.104	 0.636
68	 3154	 0.103	 0.636
69	 2858	 0.101	 0.636
70	 2856	 0.1	 0.636
71	 2433	 0.099	 0.636
72	 2374	 0.097	 0.636
73	 1234	 0.096	 0.636
74	 1901	 0.095	 0.636
75	 2524	 0.093	 0.636
76	 2230	 0.092	 0.636
77	 2753	 0.091	 0.636
78	 3083	 0.09	 0.636
79	 1552	 0.089	 0.636
80	 2498	 0.087	 0.636
81	 3112	 0.086	 0.636
82	 1290	 0.085	 0.636
83	 1523	 0.084	 0.636
84	 2233	 0.083	 0.636
85	 867	 0.082	 0.636
86	 1369	 0.081	 0.636
87	 2249	 0.08	 0.636
88	 2863	 0.08	 0.636
89	 2902	 0.079	 0.636
90	 3074	 0.078	 0.636
91	 2692	 0.077	 0.636
92	 3171	 0.076	 0.636
93	 2437	 0.075	 0.636
94	 3033	 0.074	 0.636
95	 1331	 0.074	 0.636
96	 1824	 0.073	 0.636
97	 3110	 0.072	 0.636
98	 1235	 0.071	 0.636
99	 1542	 0.071	 0.636
100	 1757	 0.07	 0.636
